,index,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Date,Tournament,Round,Surface,Player 1,Player 2,Grand Slam,i_serve,i_win,is_second_service,dir_srv,rally_desc,rally_tratada,how_ended,serve_return
18128,262211,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,281,2,1,6,6,10-10,42 (21),1,1,21.0,2,1,ND,4r17f;+3n@,,,0,,1,,False,False,False,0,1,False,1,0,2,20180605,Roland Garros,QF,Clay,Marco Cecchinato,Novak Djokovic,1,0,1,0,4,r17 f3,1,@,r17
18131,262214,20180605-M-Roland_Garros-QF-Marco_Cecchinato-Novak_Djokovic,284,2,1,6,6,11-12,42 (24),1,1,24.0,2,1,ND,4+b19*,,Serve and volley on match point not the first time. Decent execution but the Italian finds the corner.,1,,1,,False,False,True,0,0,False,1,0,2,20180605,Roland Garros,QF,Clay,Marco Cecchinato,Novak Djokovic,1,0,1,0,4,b19,1,*,b19
18132,263078,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,1,0,0,0,0,0-0,1 (1),1,0,,1,2,ND,4x,5b19f1f2b3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,5,b19 f1 f2 b3,2,@,b19
18133,263079,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,2,0,0,0,0,0-15,1 (2),1,0,,1,2,ND,4b28f3s3f;3x@,,,0,,1,,False,False,False,0,1,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,b28 f3 s3 f3,2,@,b28
18136,263082,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,5,0,0,0,0,30-30,1 (5),1,0,,1,2,ND,6n,4f19f2f3m3f2f3b3b3b2f3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,10,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,4,f19 f2 f3 m3 f2 f3 b3 b3 b2 f3,5,@,f19
18143,263089,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,12,0,0,1,1,0-0,3 (1),1,0,,1,2,ND,4r28f1n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,r28 f1,1,@,r28
18167,263113,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,36,0,0,4,2,15-0,7 (2),1,0,,1,2,ND,4b38b3b3f3s2f+3m2o1n@,,,0,,1,,False,False,False,0,1,False,2,0,8,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,b38 b3 b3 f3 s2 f3 m2 o1,4,@,b38
18176,263122,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,45,0,0,5,3,0-0,9 (1),1,0,,1,2,ND,6b18f1f1f2f2f3f3b3f1f1n#,,,0,,1,,False,False,False,1,0,False,2,0,10,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,b18 f1 f1 f2 f2 f3 f3 b3 f1 f1,5,#,b18
18177,263123,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,46,0,0,5,3,0-15,9 (2),1,0,,1,2,ND,4b38b1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,b38 b1,1,@,b38
18181,263127,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,50,0,0,5,3,30-40,9 (6),1,0,,1,2,ND,4d,6f17f2b3b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,6,f17 f2 b3 b3,2,@,f17
18225,263171,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,94,1,0,2,1,15-0,17 (2),1,0,,1,2,ND,6f27f-1w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,f27 f1,1,@,f27
18228,263174,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,97,1,0,2,1,30-30,17 (5),1,0,,1,2,ND,6s29f1r2b1f1f3b3y+1r-3m-3o2*,,,0,,1,,False,False,True,0,0,False,2,0,12,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,s29 f1 r2 b1 f1 f3 b3 y1 r3 m3 o2,6,*,s29
18230,263176,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,99,1,0,2,1,40-40,17 (7),1,0,,1,2,ND,6s27f3b2f1f1f3s2f3b1f1f3b3b1*,,,0,,1,,False,False,True,0,0,False,2,0,14,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,s27 f3 b2 f1 f1 f3 s2 f3 b1 f1 f3 b3 b1,7,*,s27
18231,263177,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,100,1,0,2,1,40-AD,17 (8),1,0,,1,2,ND,4b28f+1r1v3n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,b28 f1 r1 v3,2,#,b28
18239,263185,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,108,1,0,2,3,15-0,19 (2),1,0,,1,2,ND,6n,5b38b2f3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,5,b38 b2 f3,2,*,b38
18241,263187,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,110,1,0,2,3,30-15,19 (4),1,0,,1,2,ND,4b28f3b2f1f1f2b+3*,,,0,,1,,False,False,True,0,0,False,2,0,8,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,b28 f3 b2 f1 f1 f2 b3,4,*,b28
18243,263189,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,112,1,0,2,3,40-30,19 (6),1,0,,1,2,ND,6d,4b18*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,4,b18,1,*,b18
18252,263198,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,121,1,0,3,4,30-0,21 (3),1,0,,1,2,ND,4d,6s27f+3m2o3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,6,s27 f3 m2 o3,2,@,s27
18254,263200,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,123,1,0,3,4,40-15,21 (5),1,0,,1,2,ND,6b29y1n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,b29 y1,1,@,b29
18261,263207,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,130,1,0,5,4,0-0,23 (1),1,0,,1,2,ND,4w,4f39b3b3b3b2f1w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,1,4,f39 b3 b3 b3 b2 f1,3,@,f39
18262,263208,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,131,1,0,5,4,0-15,23 (2),1,0,,1,2,ND,6f38f3b2f3b2f1f1f2b3y1f-1*,,,0,,1,,False,False,True,0,0,False,2,0,12,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,f38 f3 b2 f3 b2 f1 f1 f2 b3 y1 f1,6,*,f38
18266,263212,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,135,1,0,5,4,40-30,23 (6),1,0,,1,2,ND,6f27f+3b1*,,,0,,1,,False,False,True,0,0,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,f27 f3 b1,2,*,f27
18275,263221,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,144,2,0,0,1,0-0,25 (1),1,0,,1,2,ND,5b29b3w#,,,0,,1,,False,False,False,1,0,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,5,b29 b3,1,#,b29
18277,263223,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,146,2,0,0,1,15-15,25 (3),1,0,,1,2,ND,6b18f1f1f1f1f3b3b3d@,,,0,,1,,False,False,False,0,1,False,2,0,8,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,b18 f1 f1 f1 f1 f3 b3 b3,4,@,b18
18279,263225,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,148,2,0,0,1,30-30,25 (5),1,0,,1,2,ND,4f27f3b2f2d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,f27 f3 b2 f2,2,@,f27
18282,263228,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,151,2,0,0,1,AD-40,25 (8),1,0,,1,2,ND,6f29f3b2f1f1f3n@,,,0,,1,,False,False,False,0,1,False,2,0,6,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,f29 f3 b2 f1 f1 f3,3,@,f29
18291,263237,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,160,2,0,1,2,30-0,27 (3),1,0,,1,2,ND,6b28f1f1f;3s3b3b1*,,,0,,1,,False,False,True,0,0,False,2,0,8,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,b28 f1 f1 f3 s3 b3 b1,4,*,b28
18309,263255,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,178,2,0,4,3,0-0,31 (1),1,0,,1,2,ND,4f18f2b2f3b3y+3s-1l-2f3*,,,0,,1,,False,False,True,0,0,False,2,0,10,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,4,f18 f2 b2 f3 b3 y3 s1 l2 f3,5,*,f18
18322,263268,20180530-M-Roland_Garros-R64-Novak_Djokovic-Jaume_Munar,191,2,0,5,4,30-0,33 (3),1,0,,1,2,ND,6b29f1n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20180530,Roland Garros,R64,Clay,Novak Djokovic,Jaume Munar,1,0,1,0,6,b29 f1,1,@,b29
18351,263653,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,27,0,0,3,2,0-0,6,1,0,,2,1,ND,4s38b1b3b+1b3*,,Poor approach pretty much straight back to Nadal and well inside the court so Rafa had plenty of time and space to make the pass. I should note Nadal's agile return effectively neutralising Djokovic's big serve at the start of the point though.,0,,1,,False,False,True,0,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,s38 b1 b3 b1 b3,3,*,s38
18352,263654,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,28,0,0,3,2,0-15,6,1,0,,2,1,ND,4n,6b39f3f3b2b3y1n#,,0,0.0,0,1.0,False,False,False,1,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,6,b39 f3 f3 b2 b3 y1,3,#,b39
18355,263657,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,31,0,0,3,2,30-30,6,1,0,,2,1,ND,6f37b3f3b1w@,,,0,,1,,False,False,False,0,1,False,1,0,4,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,f37 b3 f3 b1,2,@,f37
18357,263659,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,33,0,0,3,2,40-40,6,1,0,,2,1,ND,c4w,4b19f1f1*,Djokovic mistimes the forehand off a deep return giving Nadal an easy winner.,0,0.0,0,1.0,False,False,True,0,0,False,1,0,4,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,4,b19 f1 f1,2,*,b19
18358,263660,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,34,0,0,3,2,40-AD,6,1,0,,2,1,ND,4d,6b38b3f1f1f2b3f3b2b3b3f3b1b1f1b2b2d@,,0,0.0,0,1.0,False,False,False,0,1,False,1,0,16,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,6,b38 b3 f1 f1 f2 b3 f3 b2 b3 b3 f3 b1 b1 f1 b2 b2,8,@,b38
18365,263667,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,41,0,0,5,2,0-0,8,1,0,,2,1,ND,5f29b3f3b3f3b3n@,,,0,,1,,False,False,False,0,1,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,5,f29 b3 f3 b3 f3 b3,3,@,f29
18375,263677,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,51,0,0,5,4,0-0,10,1,0,,2,1,ND,4b19f!@,,Someone in the stands keeps whistling when players make unforced errors - not cool.,0,,1,,False,False,False,0,1,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b19 f,1,@,b19
18378,263680,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,54,0,0,5,4,30-15,10,1,0,,2,1,ND,4f37y3r-3m1o1*,,This time the drop shot wasn't as good.,0,,1,,False,False,True,0,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,f37 y3 r3 m1 o1,3,*,f37
18385,263687,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,61,0,0,6,5,0-0,12,1,0,,2,1,ND,5f29f1b1f1b1f1s2b3r3b1f2f3w@,,A glimpse of prime Nadalian defence.,0,,1,,False,False,False,0,1,False,1,0,12,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,5,f29 f1 b1 f1 b1 f1 s2 b3 r3 b1 f2 f3,6,@,f29
18391,263693,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,67,0,0,6,6,1-0,13,1,1,2.0,2,1,ND,6b28f3f3b1s1f1b2f3f3b3f3s2f1f1b3y1s-3z3v1*,,Nadal wears Djokovic's patience out with impressive defence and skillfully deals with the drop shot.,0,,1,,False,False,True,0,0,False,1,0,20,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,b28 f3 f3 b1 s1 f1 b2 f3 f3 b3 f3 s2 f1 f1 b3 y1 s3 z3 v1,10,*,b28
18392,263694,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,68,0,0,6,6,1-1,13,1,1,3.0,2,1,ND,4w,4b29b3f3b1b1f2s2f3f3b2b3b3f1f1f1*,Nadal moves Djok around the court until he takes control with the forehand.,0,0.0,0,1.0,False,False,True,0,0,False,1,0,16,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,4,b29 b3 f3 b1 b1 f2 s2 f3 f3 b2 b3 b3 f1 f1 f1,8,*,b29
18399,263701,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,75,0,0,6,6,4-5,13,1,1,10.0,2,1,ND,6b38b2f1f1b3b3f3b3f1r;1n#,,FHDTL does it again. But if that net cord ball went over it would've been terribly difficult to counter.,0,,1,,False,False,False,1,0,False,1,0,10,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,b38 b2 f1 f1 b3 b3 f3 b3 f1 r1,5,#,b38
18400,263702,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,76,0,0,6,6,4-6,13,1,1,11.0,2,1,ND,4+b38*,,A line-licker to close it out in style. Djokovic angry at losing the set - good sign that the hunger is returning. Both players have the same SPW stat for the set: 24 of 38. Could've been Djokovic's set if he moved more like his prime self.,1,,1,,False,False,True,0,0,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b38,1,*,b38
18410,263712,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,86,1,0,1,1,0-0,16,1,0,,2,1,ND,6n,4b28f3f3f3f3b2f3b3f3b3w@,Nadal withstands the initial assault and locks Djokovic into a FH-to-BH pattern to draw an error eventually.,0,0.0,0,1.0,False,False,False,0,1,False,1,0,10,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,4,b28 f3 f3 f3 f3 b2 f3 b3 f3 b3,5,@,b28
18411,263713,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,87,1,0,1,1,0-15,16,1,0,,2,1,ND,6b27f+1b1v#,,Not the best approach and a late volley.,0,,1,,False,False,False,1,0,False,1,0,4,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,b27 f1 b1 v,2,#,b27
18412,263714,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,88,1,0,1,1,0-30,16,1,0,,2,1,ND,4b27f3f3y+1s-1*,,The drop shot was decent but Nadal came up with a perfect slice that just flirted with the net.,0,,1,,False,False,True,0,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b27 f3 f3 y1 s1,3,*,b27
18413,263715,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,89,1,0,1,1,0-40,16,1,0,,2,1,ND,6b37f+1b1v3f1v1d#,,Too predictable. Djokovic is quite pissed during the changeover giving the team behind him an angry rant in Serbian.,0,,1,,False,False,False,1,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,b37 f1 b1 v3 f1 v1,3,#,b37
18420,263722,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,96,1,0,3,1,0-0,18,1,0,,2,1,ND,4b28f3w@,,,0,,1,,False,False,False,0,1,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b28 f3,1,@,b28
18424,263726,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,100,1,0,3,1,40-15,18,1,0,,2,1,ND,6d,4b29f2f2f2d@,Sheer pace doesn't bother Nadal he absorbs it like nothing.,0,0.0,0,1.0,False,False,False,0,1,False,1,0,4,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,4,b29 f2 f2 f2,2,@,b29
18433,263735,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,109,1,0,4,2,40-0,20,1,0,,2,1,ND,4n,5b17f2f3b3f3b2b1*,A great BH winner taken early. Thumbs up gestures Djokovic.,0,0.0,0,1.0,False,False,True,0,0,False,1,0,8,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,1,5,b17 f2 f3 b3 f3 b2 b1,4,*,b17
18447,263749,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,123,1,0,5,3,0-0,22,1,0,,2,1,ND,4b28f3x@,,,0,,1,,False,False,False,0,1,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b28 f3,1,@,b28
18449,263751,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,125,1,0,5,3,15-15,22,1,0,,2,1,ND,4b18f3n@,,Djokovic looks gassed.,0,,1,,False,False,False,0,1,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,b18 f3,1,@,b18
18450,263752,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,126,1,0,5,3,15-30,22,1,0,,2,1,ND,4f37b1w@,,,0,,1,,False,False,False,0,1,False,1,0,2,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,4,f37 b1,1,@,f37
18452,263754,20180519-M-Rome_Masters-SF-Rafael_Nadal-Novak_Djokovic,128,1,0,5,3,30-40,22,1,0,,2,1,ND,6b27f1b1f1b3*,,,0,,1,,False,False,True,0,0,False,1,0,6,20180519,Rome Masters,SF,Clay,Rafael Nadal,Novak Djokovic,0,0,1,0,6,b27 f1 b1 f1 b3,3,*,b27
18454,283494,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,2,0,0,0,0,15-0,1 (2),1,0,,1,2,ND,5f29f3f3b3f1f1n@,,,0,,1,,False,False,False,0,1,False,2,0,6,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,5,f29 f3 f3 b3 f1 f1,3,@,f29
18457,283497,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,5,0,0,0,0,40-15,1 (5),1,0,,1,2,ND,4w,4f19f3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f19 f3,1,@,f19
18458,283498,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,6,0,0,0,0,40-30,1 (6),1,0,,1,2,ND,4d,6f38b3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,6,f38 b3,1,@,f38
18466,283506,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,14,0,0,1,1,0-0,3 (1),1,0,,1,2,ND,6b18f1f3b2d#,,,0,,1,,False,False,False,1,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b18 f1 f3 b2,2,#,b18
18467,283507,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,15,0,0,1,1,0-15,3 (2),1,0,,1,2,ND,6d,4b29f3b1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,4,b29 f3 b1,2,*,b29
18468,283508,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,16,0,0,1,1,0-30,3 (3),1,0,,1,2,ND,6w,6s29f3b3b3s3b3b3b2f3b2f3b3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,12,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,6,s29 f3 b3 b3 s3 b3 b3 b2 f3 b2 f3 b3,6,@,s29
18472,283512,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,20,0,0,1,1,40-40,3 (7),1,0,,1,2,ND,6b38b3f2f1f1f1f1r2f1*,,,0,,1,,False,False,True,0,0,False,2,0,10,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b38 b3 f2 f1 f1 f1 f1 r2 f1,5,*,b38
18473,283513,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,21,0,0,1,1,40-AD,3 (8),1,0,,1,2,ND,5d,5f39b3b;2f2f3b3b3b2f3b3s3b3b3b1f2b3s3b3b2f1f1f1f1f1f2b3s3s3s3s2s3s3s3s+3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,34,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,f39 b3 b2 f2 f3 b3 b3 b2 f3 b3 s3 b3 b3 b1 f2 b3 s3 b3 b2 f1 f1 f1 f1 f1 f2 b3 s3 s3 s3 s2 s3 s3 s3 s3,17,@,f39
18483,283523,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,31,0,0,2,2,40-15,5 (5),1,0,,1,2,ND,4f18f1f2b1w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f18 f1 f2 b1,2,@,f18
18484,283524,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,32,0,0,2,2,40-30,5 (6),1,0,,1,2,ND,4b37b1f2b3b3b2f3b1f1f3b3b3y3*,,,0,,1,,False,False,True,0,0,False,2,0,14,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b37 b1 f2 b3 b3 b2 f3 b1 f1 f3 b3 b3 y3,7,*,b37
18485,283525,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,33,0,0,2,2,40-40,5 (7),1,0,,1,2,ND,4n,5f38b3b3b3s3s+3b3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,8,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,1,5,f38 b3 b3 b3 s3 s3 b3,4,*,f38
18488,283528,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,36,0,0,2,2,AD-40,5 (10),1,0,,1,2,ND,5f38b3s3f3s3f3b3f1f2f3b1*,,,0,,1,,False,False,True,0,0,False,2,0,12,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,5,f38 b3 s3 f3 s3 f3 b3 f1 f2 f3 b1,6,*,f38
18490,283530,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,38,0,0,2,2,AD-40,5 (12),1,0,,1,2,ND,4b38b1f3b1f1f1w@,,,0,,1,,False,False,False,0,1,False,2,0,6,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b38 b1 f3 b1 f1 f1,3,@,b38
18492,283532,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,40,0,0,2,2,AD-40,5 (14),1,0,,1,2,ND,5f38b3b1*,,,0,,1,,False,False,True,0,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,5,f38 b3 b1,2,*,f38
18494,283534,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,42,0,0,2,2,AD-40,5 (16),1,0,,1,2,ND,6f39b3f3b2f1r3f3s1w#,,,0,,1,,False,False,False,1,0,False,2,0,8,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,6,f39 b3 f3 b2 f1 r3 f3 s1,4,#,f39
18505,283545,20170607-M-Roland_Garros-QF-Novak_Djokovic-Dominic_Thiem,53,0,0,4,2,15-30,7 (4),1,0,,1,2,ND,4b29f1f3b3x#,,,0,,1,,False,False,False,1,0,False,2,0,4,20170607,Roland Garros,QF,Clay,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b29 f1 f3 b3,2,#,b29
